0,0.000000000,0.000000000,0.000000000,735.718323227
1,-0.024341373,0.082106196,-0.177015439,175.287757598
2,-0.045292596,0.119926605,-0.254745323,59.234232338
3,-0.063732768,0.137413362,-0.288791176,31.683493751
4,-0.080148764,0.145539785,-0.303633176,22.452071089
5,-0.094845725,0.149344870,-0.310043811,17.554356861
6,-0.108040189,0.151148174,-0.312760486,14.096303303
7,-0.119901725,0.152020181,-0.313864827,11.395610698
8,-0.130571932,0.152456292,-0.314270434,9.227588192
9,-0.140173470,0.152686489,-0.314377545,7.475075001
10,-0.148814672,0.152817936,-0.314360962,6.056008789
11,-0.156592148,0.152900820,-0.314296597,4.906459644
12,-0.163592471,0.152958811,-0.314217057,3.975142021
13,-0.169893399,0.153003202,-0.314136036,3.220607049
14,-0.175564851,0.153039481,-0.314059001,2.609293892
15,-0.180669733,0.153070400,-0.313987875,2.114016141
16,-0.185264650,0.153097409,-0.313923079,1.712748560
17,-0.189400550,0.153121330,-0.313864419,1.387646760
18,-0.193123289,0.153142677,-0.313811475,1.124253483
19,-0.196474141,0.153161803,-0.313763757,0.910855653
20,-0.199490256,0.153178977,-0.313720779,0.737963486
21,-0.202205072,0.153194415,-0.313682083,0.597888486
22,-0.204648690,0.153208301,-0.313647248,0.484401530
23,-0.206848199,0.153220796,-0.313615891,0.392455863
24,-0.208827986,0.153232040,-0.313587665,0.317962672
25,-0.210610000,0.153242160,-0.313562258,0.257609250
26,-0.212213998,0.153251268,-0.313539390,0.208711688
27,-0.213657763,0.153259466,-0.313518806,0.169095514
28,-0.214957301,0.153266845,-0.313500278,0.136999001
29,-0.216127021,0.153273487,-0.313483601,0.110994822
30,-0.217179890,0.153279466,-0.313468589,0.089926571
31,-0.218127582,0.153284847,-0.313455078,0.072857346
32,-0.218980603,0.153289690,-0.313442916,0.059028081
33,-0.219748410,0.153294050,-0.313431969,0.047823789
34,-0.220439517,0.153297974,-0.313422116,0.038746216
35,-0.221061585,0.153301507,-0.313413247,0.031391684
36,-0.221621510,0.153304686,-0.313405264,0.025433137
37,-0.222125502,0.153307548,-0.313398078,0.020605599
38,-0.222579146,0.153310124,-0.313391610,0.016694390
39,-0.222987473,0.153312442,-0.313385789,0.013525579
40,-0.223355010,0.153314529,-0.313380549,0.010958250
41,-0.223685832,0.153316408,-0.313375832,0.008878232
42,-0.223983605,0.153318098,-0.313371587,0.007193029
43,-0.224251633,0.153319620,-0.313367765,0.005827699
44,-0.224492885,0.153320990,-0.313364326,0.004721527
45,-0.224710037,0.153322223,-0.313361230,0.003825320
46,-0.224905497,0.153323333,-0.313358443,0.003099225
47,-0.225081431,0.153324332,-0.313355935,0.002510952
48,-0.225239790,0.153325231,-0.313353677,0.002034341
49,-0.225382329,0.153326041,-0.313351645,0.001648197
50,-0.225510629,0.153326769,-0.313349815,0.001335348
51,-0.225626113,0.153327425,-0.313348169,0.001081881
52,-0.225730060,0.153328015,-0.313346687,0.000876526
53,-0.225823623,0.153328546,-0.313345353,0.000710150
54,-0.225907840,0.153329025,-0.313344152,0.000575355
55,-0.225983644,0.153329455,-0.313343071,0.000466145
56,-0.226051875,0.153329842,-0.313342099,0.000377665
